file_source,title,url,status_code,is_valid,content_length,is_xuhui_gov,verification_time,original_category,original_department,error
data/enhanced_talent_policies.json,上海市徐汇区新型工业化推进办公室2025年度绩效目标,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0692292eab0194e444057c1752,200,True,39640,True,2025-06-04T12:31:57.941820,产业发展,徐汇区新型工业化推进办,
data/enhanced_talent_policies.json,上海市徐汇区新型工业化推进办公室2025年度部门预算,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0692292eab0194e441e4cc174c,200,True,39459,True,2025-06-04T12:31:58.620635,产业发展,徐汇区新型工业化推进办,
data/enhanced_talent_policies.json,上海市徐汇区新型工业化推进办公室2025年度单位预算,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0692292eab0194e4406a2b1749,200,True,39459,True,2025-06-04T12:31:59.327683,产业发展,徐汇区新型工业化推进办,
data/enhanced_talent_policies.json,上海市徐汇区新型工业化促进中心2025年度单位预算,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0692292eab0194e43b55061743,200,True,39438,True,2025-06-04T12:32:00.004448,产业发展,徐汇区新型工业化推进办,
data/enhanced_talent_policies.json,2024年上海市徐汇区新型工业化推进办公室 政府信息公开工作年度报告,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0692292eab019463b3e4e6128d,200,True,181557,True,2025-06-04T12:32:00.707621,产业发展,徐汇区新型工业化推进办,
data/enhanced_talent_policies.json,徐汇区关于推动人工智能产业高质量发展的若干意见（征求意见稿）,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0692292eab0194a6f4d71614b0,200,True,67228,True,2025-06-04T12:32:01.391033,AI/人工智能,徐汇区新型工业化推进办,
data/enhanced_talent_policies.json,徐汇区关于推动具身智能产业发展的若干意见（征求意见稿）,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0692292eab0194a6f27fb814ac,200,True,57032,True,2025-06-04T12:32:02.087931,AI/人工智能,徐汇区新型工业化推进办,
data/enhanced_talent_policies.json,关于支持上海市生成式人工智能创新生态先导区的若干措施,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0692292eab019384dc95a70aed,200,True,64111,True,2025-06-04T12:32:02.768053,AI/人工智能,徐汇区新型工业化推进办,
data/enhanced_talent_policies.json,本区域包含繁简体切换、无障碍工具条打开按钮、关怀版打开按钮，请使用tab按钮切换浏览,https://www.xuhui.gov.cn/kewei/,200,True,58390,True,2025-06-04T12:32:03.433348,人才引进,徐汇区第一批高新技术企业奖励申报的通知根据《徐汇区关于加快培育科技领军企业的实施意见》（徐科委,
data/enhanced_talent_policies.json,徐汇区新型工业化发展专项资金管理办法,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0692292eab019361d266e109fc,200,True,62464,True,2025-06-04T12:32:04.119432,资金补贴,徐汇区新型工业化推进办,
data/enhanced_talent_policies.json,徐汇区关于推动具身智能产业发展的若干意见,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0692292eab01934dd6cfbd09bb,200,True,60995,True,2025-06-04T12:32:04.795528,AI/人工智能,徐汇区新型工业化推进办,
data/enhanced_talent_policies.json,徐汇区关于推动人工智能产业高质量发展的若干意见,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0692292eab01934dd52e3d09b9,200,True,62795,True,2025-06-04T12:32:05.484409,AI/人工智能,徐汇区新型工业化推进办,
data/enhanced_talent_policies.json,徐汇区关于支持低空经济产业发展的扶持意见（试行）,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0692292eab01934dd3b1c409b7,200,True,54987,True,2025-06-04T12:32:06.174551,产业发展,徐汇区新型工业化推进办,
data/enhanced_talent_policies.json,徐汇区关于支持西岸人工智能大模型科创街区的扶持意见,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0692292eab0192e1617de30643,200,True,59549,True,2025-06-04T12:32:06.854572,AI/人工智能,徐汇区新型工业化推进办,
data/enhanced_talent_policies.json,《徐汇区关于支持西岸人工智能大模型科创街区建设的扶持意见》的政策解读,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0692292eab0192d0b4816d0493,200,True,47557,True,2025-06-04T12:32:07.541064,AI/人工智能,徐汇区新型工业化推进办,
data/enhanced_talent_policies.json,2024年徐汇区小微企业贴息贴费（第一批）审核通过名单,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c06920eedbe0192235ebcb3003e,200,True,72446,True,2025-06-04T12:32:08.368812,AI/人工智能,徐汇区新型工业化推进办,
data/enhanced_talent_policies.json,徐汇区新型工业化推进办公室信息公开指南,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0691eb9e11019203e2a8880062,200,True,93499,True,2025-06-04T12:32:09.053924,产业发展,徐汇区新型工业化推进办,
data/enhanced_talent_policies.json,徐汇区新型工业化推进办公室下属单位,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0691eb9e11019203e2188e0060,200,True,75967,True,2025-06-04T12:32:09.743213,产业发展,徐汇区新型工业化推进办,
data/enhanced_talent_policies.json,徐汇区新型工业化推进办公室领导分工,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0691eb9e11019203e18611005e,200,True,84354,True,2025-06-04T12:32:10.441618,产业发展,徐汇区新型工业化推进办,
data/enhanced_talent_policies.json,上海市徐汇区新型工业化推进办公室机关介绍,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0691eb9e11019203e0b48d005c,200,True,78360,True,2025-06-04T12:32:11.133172,产业发展,徐汇区新型工业化推进办,
data/enhanced_talent_policies.json,上海市徐汇区新型工业化推进办公室机构设置,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0691eb9e11019203dfc981005a,200,True,77573,True,2025-06-04T12:32:11.823969,产业发展,徐汇区新型工业化推进办,
data/enhanced_talent_policies.json,上海市徐汇区新型工业化推进办公室机关职能,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0691eb9e11019203dc97c80058,200,True,79119,True,2025-06-04T12:32:12.619627,产业发展,徐汇区新型工业化推进办,
data/enhanced_talent_policies.json,上海市廉租住房申请家庭复审公示（2025年5月28日),https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0696c75c4d01971586d610037d,200,True,45807,True,2025-06-04T12:32:13.310454,住房保障,徐汇区住房保障和房屋管理局,
data/enhanced_talent_policies.json,上海市廉租住房申请家庭复审公示（2025年5月28日),https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0696c75c4d0197158dc4fa0380,200,True,45807,True,2025-06-04T12:32:13.988417,住房保障,徐汇区住房保障和房屋管理局,
data/enhanced_talent_policies.json,上海市廉租住房申请家庭复审公示（2025年5月23日),https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0696c75c4d0196fbe1cfd801ad,200,True,45807,True,2025-06-04T12:32:14.666327,住房保障,徐汇区住房保障和房屋管理局,
data/enhanced_talent_policies.json,上海市廉租住房申请家庭复审公示（2025年5月21日),https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0696c75c4d0196f1b1b401014b,200,True,45807,True,2025-06-04T12:32:15.343552,住房保障,徐汇区住房保障和房屋管理局,
data/enhanced_talent_policies.json,上海市廉租住房申请家庭复审公示（2025年5月15日)2,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0696c75c4d0196d2e55cac0075,200,True,45745,True,2025-06-04T12:32:16.364114,住房保障,徐汇区住房保障和房屋管理局,
data/enhanced_talent_policies.json,上海市廉租住房申请家庭复审公示（2025年5月15日),https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0696c75c4d0196d19436d4006e,200,True,45807,True,2025-06-04T12:32:17.047920,住房保障,徐汇区住房保障和房屋管理局,
data/enhanced_talent_policies.json,徐汇区住房保障和房屋管理局2024年保障性安居工程中央专项补助资金分配结果,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0696c75c4d0196cc8571fe003e,200,True,41411,True,2025-06-04T12:32:17.746773,住房保障,徐汇区住房保障和房屋管理局,
data/enhanced_talent_policies.json,（投资中国）在华外企加码中国市场 愿与中国经济“同频共振”时间：2025-06-03,https://www.xuhui.gov.cn/gwyxx_gwyxx/20250603/557907.html,200,True,14980,True,2025-06-04T12:32:18.395672,产业发展,,
data/enhanced_talent_policies.json,热评丨织密“服务网” 让“好人才”遇见“好职位”时间：2025-06-03,https://www.xuhui.gov.cn/gwyxx_gwyxx/20250603/557877.html,200,True,21183,True,2025-06-04T12:32:19.042860,AI/人工智能,,
data/comprehensive_talent_policies.json,本区域包含繁简体切换、无障碍工具条打开按钮、关怀版打开按钮，请使用tab按钮切换浏览,https://www.xuhui.gov.cn/fangtuju/,200,True,59539,True,2025-06-04T12:32:19.733830,住房保障,徐汇区房管局,
data/comprehensive_talent_policies.json,上海市廉租住房申请家庭复审公示（2025年5月28日),https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0696c75c4d01971586d610037d,200,True,45807,True,2025-06-04T12:32:20.414302,住房保障,徐汇区住房保障和房屋管理局,
data/comprehensive_talent_policies.json,上海市廉租住房申请家庭复审公示（2025年5月28日),https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0696c75c4d0197158dc4fa0380,200,True,45807,True,2025-06-04T12:32:21.095415,住房保障,徐汇区住房保障和房屋管理局,
data/comprehensive_talent_policies.json,上海市廉租住房申请家庭复审公示（2025年5月23日),https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0696c75c4d0196fbe1cfd801ad,200,True,45807,True,2025-06-04T12:32:21.790734,住房保障,徐汇区住房保障和房屋管理局,
data/comprehensive_talent_policies.json,上海市廉租住房申请家庭复审公示（2025年5月21日),https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0696c75c4d0196f1b1b401014b,200,True,45807,True,2025-06-04T12:32:22.705114,住房保障,徐汇区住房保障和房屋管理局,
data/comprehensive_talent_policies.json,上海市廉租住房申请家庭复审公示（2025年5月15日)2,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0696c75c4d0196d2e55cac0075,200,True,45745,True,2025-06-04T12:32:23.391765,住房保障,徐汇区住房保障和房屋管理局,
data/comprehensive_talent_policies.json,上海市廉租住房申请家庭复审公示（2025年5月15日),https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0696c75c4d0196d19436d4006e,200,True,45807,True,2025-06-04T12:32:24.078267,住房保障,徐汇区住房保障和房屋管理局,
data/comprehensive_talent_policies.json,徐汇区住房保障和房屋管理局2024年保障性安居工程中央专项补助资金分配结果,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c0696c75c4d0196cc8571fe003e,200,True,41411,True,2025-06-04T12:32:24.928644,住房保障,徐汇区住房保障和房屋管理局,
data/comprehensive_talent_policies.json,徐汇新增一个保障性租赁住房社区，看看“城市理想生活样板间”长什么样时间：2025-05-27,https://www.xuhui.gov.cn/zfjg_qzfbm_fgj_bmdt/20250526/557401.html,200,True,16655,True,2025-06-04T12:32:25.594487,住房保障,徐汇区房管局,
data/comprehensive_talent_policies.json,伍月｜游心寓目 卫乐公寓时间：2025-05-20,https://www.xuhui.gov.cn/zfjg_qzfbm_fgj_bmdt/20250514/556864.html,200,True,25284,True,2025-06-04T12:32:26.259826,其他,徐汇区房管局,
data/comprehensive_talent_policies.json,筑牢“五一”住房安全防线，区房管局开展安全生产大检查时间：2025-05-13,https://www.xuhui.gov.cn/zfjg_qzfbm_fgj_bmdt/20250506/556372.html,200,True,15117,True,2025-06-04T12:32:26.918993,其他,徐汇区房管局,
data/comprehensive_talent_policies.json,肆月｜游心寓目 伊丽莎白公寓时间：2025-04-27,https://www.xuhui.gov.cn/zfjg_qzfbm_fgj_bmdt/20250417/555498.html,200,True,25793,True,2025-06-04T12:32:27.579825,其他,徐汇区复兴中,
data/comprehensive_talent_policies.json,热评丨织密“服务网” 让“好人才”遇见“好职位”时间：2025-06-03,https://www.xuhui.gov.cn/gwyxx_gwyxx/20250603/557877.html,200,True,21183,True,2025-06-04T12:32:28.232306,其他,,
data/talent_policies.json,本区域包含繁简体切换、无障碍工具条打开按钮、关怀版打开按钮，请使用tab按钮切换浏览,https://www.xuhui.gov.cn/fangtuju/,200,True,59539,True,2025-06-04T12:32:28.906480,住房保障,徐汇区房管局,
data/talent_policies.json,2024年徐汇区小微企业贴息贴费（第一批）审核通过名单,https://www.xuhui.gov.cn/xxgk/portal/article/detail?id=8a4c0c06920eedbe0192235ebcb3003e,200,True,72446,True,2025-06-04T12:32:29.600886,医疗保障,徐汇区新型工业化推进办,
